,Agent,Application ID,Burn Priority,Burn Request ID,Est. Permit Tonnage,Forest Health Exempt,Harvest Acres,Ignition Date,Ignition Period,In UGA,Landowner,Multi Day Burn,Permit Number,Post-Burn,Proposed Burn Area,Request Date,Smoke Dispersed,Total Proposed Burn,Unit Name,Lat,Lon,Request Year,Request Month,Burn Decision,Decision Date,Region
358,,3299,4.0,6414,6664.0,,595.0,2016-11-09 11:00:00,300.0,,Tonasket Tonasket,,40000001140,,55.0,2016-11-09 00:00:00,,206.0,FROSTED EXC,48.624906, -118.967348,2016,11,,,FED
359,Tyler Edwards,2955,,7044,720.0,,96.0,2016-11-09 08:00:00,360.0,,Washington Department Of Natural Resources Washington Department Of Natural Resources,,OL20160230,,40.0,2016-11-08 09:04:19,,300.0,RUSTY TAILGATE UNIT 1,47.932243, -124.385698,2016,11,Denied,2016-11-09 00:00:00,OL
360,,5107,,7105,30.0,,4.0,2016-11-08 09:30:00,5.0,,Tyson Hendrickson,,PC20160432,,4.0,2016-11-08 00:00:00,,30.0,HENDRICKSON,45.888042, -122.690977,2016,11,Approved,2016-11-08 00:00:00,PC
361,Tony Fuchs,4986,,7048,30.0,,3.0,2016-11-08 09:30:00,5.0,,Puget Sound Energy Puget Sound Energy,,NW20160084,,3.0,2016-11-09 00:00:00,,30.0,PUGET SOUND ENERGY,48.548626, -121.892008,2016,11,Approved,2016-11-09 00:00:00,NW
362,Jim Schleusner,4981,,6964,849.0,,98.0,2016-11-08 13:00:00,120.0,,Hancock Forest Managment Hancock Forest Managment,,SE20160039,,48.0,2016-11-07 09:34:10,,531.0,HANCOK BORDERLINE YK,46.12488, -121.291869,2016,11,Approved,2016-11-08 00:00:00,SE
363,Jessica Josephs,4799,,6330,265.0,,65.0,2016-11-08 08:30:00,300.0,,Rayonier Forest Resources Rayonier Forest Resources,,PC20160431,,65.0,2016-11-07 08:50:45,,265.0,10N10W061,46.350631, -123.859632,2016,11,Approved,2016-11-08 00:00:00,PC
364,,4680,1.0,6902,182.0,,215.0,2016-11-08 09:00:00,300.0,,Turnbull Nwr Turnbull Nwr,,40000001180,,215.0,2016-11-08 00:00:00,,182.0,WATBR-FY17-RX-W.TRITT PILE BURN,47.430616, -117.606745,2016,11,,,FED
365,,4679,1.0,6859,12000.0,,100.0,2016-11-08 11:00:00,1440.0,,Wenatchee River Wenatchee River,,40000001179,,2.0,2016-11-08 00:00:00,,210.0,FISHLOOP,47.881267, -120.752061,2016,11,Approved,2016-11-08 00:00:00,FED
366,Eric Bieker,4496,,7041,270.0,,200.0,2016-11-08 09:30:00,300.0,,WESTERN PACIFIC TIMBER LLC WESTERN PACIFIC TIMBER LLC,,SE20160085,,200.0,2016-11-07 11:27:49,,270.0,BOWMAN BRIDGE,45.977884, -120.937096,2016,11,Denied,2016-11-08 00:00:00,SE
367,Eric Bieker,4494,,7023,129.0,,354.0,2016-11-08 14:00:00,41.0,,WESTERN PACIFIC TIMBER LLC WESTERN PACIFIC TIMBER LLC,,SE20160082,,83.0,2016-11-09 07:16:26,,30.0,HORSESHOE GB,45.919638, -120.999485,2016,11,,,SE
368,Jim Schleusner,4301,,6329,640.0,,71.0,2016-11-08 12:00:00,120.0,,Hancock Forest Management Hancock Forest Management,,SE20160097,,71.0,2016-11-07 07:21:29,,640.0,DOGFISH SK,45.905949, -121.311835,2016,11,Denied,2016-11-08 00:00:00,SE
369,Jim Schleusner,4300,,6328,347.0,,21.0,2016-11-08 10:00:00,60.0,,Hancock Forest Management Hancock Forest Management,,SE20160098,,21.0,2016-11-07 07:20:48,,347.0,SLINGSHOT YK,45.819137, -121.249614,2016,11,Denied,2016-11-08 00:00:00,SE
370,HANCOCK FOREST MGMT HANCOCK FOREST MGMT,4233,,6355,106.0,,304.0,2016-11-08 13:00:00,100.0,,"Hancock Timberland X, Inc Hancock Timberland X, Inc",,NE20160349,,304.0,2016-11-07 08:35:11,,106.0,SECOND THOUGHT CV,48.879509, -118.139438,2016,11,Approved,2016-11-08 00:00:00,NE
371,,4146,,6341,244.0,,38.0,2016-11-08 14:00:00,60.0,,Hancock Life Insurance Company Hancock Life Insurance Company,,NE20160351,,35.0,2016-11-07 08:45:18,,242.0,IDAHO TOP SA,48.038116, -117.08101,2016,11,Approved,2016-11-08 00:00:00,NE
372,Warren Weston,4065,,6529,148.0,,17.0,2016-11-08 09:00:00,90.0,,Pilchuck Tree Farm Pilchuck Tree Farm,,NW20161058,,2.0,2016-11-08 00:00:00,,42.0,HECKER,48.28205, -122.108685,2016,11,,,NW
373,Carl Sturdy,3920,,6354,334.0,,79.0,2016-11-08 09:00:00,100.0,,"Boston Timber Opportunities, Llc Boston Timber Opportunities, Llc",,NE20160357,,79.0,2016-11-07 08:33:51,,334.0,WONCH 80 LG,48.503024, -118.033372,2016,11,Denied,2016-11-08 00:00:00,NE
374,,3681,,6384,5.0,,9.0,2016-11-08 09:30:00,5.0,,Gale Hergesheimer,,NE20160472,,9.0,2016-11-08 00:00:00,,5.0,,48.157839, -118.141115,2016,11,Approved,2016-11-08 00:00:00,NE
375,Jim Schleusner,4981,,6594,849.0,,98.0,2016-11-07 10:30:00,180.0,,Hancock Forest Managment Hancock Forest Managment,,SE20160039,,11.0,2016-11-08 09:19:50,,99.0,HANCOK BORDERLINE YK,46.12488, -121.291869,2016,11,,,SE
376,,4680,1.0,6861,182.0,,215.0,2016-11-07 09:30:00,300.0,,Turnbull Nwr Turnbull Nwr,,40000001180,,15.0,2016-11-07 00:00:00,,12.0,WATBR-FY17-RX-W.TRITT PILE BURN,47.430616, -117.606745,2016,11,,,FED
377,Jammer Free,4335,,6714,41.0,,65.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160394,,65.0,2016-11-07 00:00:00,,41.0,1400,46.119087, -122.482911,2016,11,Approved,2016-11-07 00:00:00,PC
378,Jammer Free,4334,,6713,17.0,,37.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160392,,37.0,2016-11-07 00:00:00,,17.0,1439,46.133756, -122.48315,2016,11,Approved,2016-11-07 00:00:00,PC
379,Jammer Free,4331,,6712,15.0,,23.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160390,,23.0,2016-11-07 00:00:00,,15.0,1470F,46.091001, -122.502808,2016,11,Approved,2016-11-07 00:00:00,PC
380,Jammer Free,4330,,6711,57.0,,102.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160389,,102.0,2016-11-07 00:00:00,,57.0,1473,46.105553, -122.503126,2016,11,Approved,2016-11-07 00:00:00,PC
381,Jammer Free,4329,,6710,94.0,,115.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160388,,115.0,2016-11-07 00:00:00,,94.0,1486,46.075661, -122.42104,2016,11,Approved,2016-11-07 00:00:00,PC
382,Jammer Free,4328,,6709,22.0,,39.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160386,,39.0,2016-11-07 00:00:00,,22.0,2516E,46.350557, -122.479079,2016,11,Approved,2016-11-07 00:00:00,PC
383,Jammer Free,4327,,6708,19.0,,104.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160380,,104.0,2016-11-07 00:00:00,,19.0,2711.5,46.307145, -122.521365,2016,11,Approved,2016-11-07 00:00:00,PC
384,Jammer Free,4326,,6707,65.0,,103.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160379,,103.0,2016-11-07 00:00:00,,65.0,5360,46.190877, -122.463118,2016,11,Approved,2016-11-07 00:00:00,PC
385,Jammer Free,4325,,6706,37.0,,39.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160378,,39.0,2016-11-07 00:00:00,,37.0,5515,46.219341, -122.417732,2016,11,Approved,2016-11-07 00:00:00,PC
386,Jammer Free,4324,,6705,10.0,,32.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160377,,32.0,2016-11-07 00:00:00,,10.0,5530,46.191104, -122.442394,2016,11,Approved,2016-11-07 00:00:00,PC
387,Jammer Free,4323,,6704,91.0,,70.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160376,,70.0,2016-11-07 00:00:00,,91.0,5542,46.205314, -122.421895,2016,11,Approved,2016-11-07 00:00:00,PC
388,Jammer Free,4322,,6703,49.0,,75.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160375,,75.0,2016-11-07 00:00:00,,49.0,5553,46.205225, -122.401083,2016,11,Approved,2016-11-07 00:00:00,PC
389,Jammer Free,4321,,6702,30.0,,147.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160374,,147.0,2016-11-07 00:00:00,,30.0,6450,46.033148, -122.607663,2016,11,Approved,2016-11-07 00:00:00,PC
390,Jammer Free,4320,,6701,96.0,,66.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160373,,66.0,2016-11-07 00:00:00,,96.0,6695,46.046629, -122.379642,2016,11,Approved,2016-11-07 00:00:00,PC
391,Jammer Free,4319,,6700,53.0,,51.0,2016-11-07 09:30:00,5.0,,Weyco Weyco,,PC20160372,,51.0,2016-11-07 00:00:00,,53.0,7211,46.075535, -122.462674,2016,11,Approved,2016-11-07 00:00:00,PC
392,Bill Westergreen,4262,,6571,274.0,,102.0,2016-11-07 09:00:00,90.0,,Dnr Dnr,,NW20161045,,2.0,2016-11-07 00:00:00,,60.0,WELCOME BACK,48.530216, -122.101061,2016,11,,,NW
393,Bill Westergreen,4084,,6409,50.0,,104.0,2016-11-07 09:30:00,5.0,,Dnr Dnr,,NW20160080,,104.0,2016-11-08 00:00:00,,50.0,RECUR,47.592526, -121.464322,2016,11,Approved,2016-11-08 00:00:00,NW
394,Bill Westergreen,4081,,6408,82.0,,59.0,2016-11-07 09:30:00,5.0,,Dnr Dnr,,NW20160083,,59.0,2016-11-08 00:00:00,,82.0,ARMADA,48.531824, -122.06346,2016,11,Approved,2016-11-08 00:00:00,NW
395,Eric Bieker,4044,,7040,430.0,,690.0,2016-11-07 08:00:00,240.0,,WESTERN PACIFIC TIMBER LLC WESTERN PACIFIC TIMBER LLC,,SE20160091,,372.0,2016-11-03 15:49:51,,232.0,Q,45.949061, -120.999422,2016,11,Approved,2016-11-07 00:00:00,SE
396,,3693,,6394,3.0,,19.0,2016-11-07 09:30:00,5.0,,Corey Anderson,,NE20160488,,19.0,2016-11-08 00:00:00,,3.0,LOGGING DEBRIS PILE BURN,47.543891, -117.400931,2016,11,Approved,2016-11-08 00:00:00,NE
397,,3692,,6393,83.0,,25.0,2016-11-07 09:30:00,5.0,,Robin Weber,,NE20160486,,25.0,2016-11-08 00:00:00,,83.0,3015881,48.174125, -117.187638,2016,11,Approved,2016-11-08 00:00:00,NE
398,,3691,,6392,30.0,,10.0,2016-11-07 09:30:00,5.0,,Jennifer Riske,,NE20160485,,10.0,2016-11-08 00:00:00,,30.0,,47.895859, -117.228407,2016,11,Approved,2016-11-08 00:00:00,NE
399,,3299,3.0,6858,6664.0,,595.0,2016-11-07 13:00:00,200.0,,Tonasket Tonasket,,40000001140,,15.0,2016-11-07 00:00:00,,50.0,FROSTED EXC,48.624906, -118.967348,2016,11,,,FED
400,,3298,1.0,6860,284.0,,144.0,2016-11-07 12:00:00,120.0,,MVRD Fuels,,40000001139,,13.0,2016-11-07 00:00:00,,13.0,2016 UPPER METHOW PILES,48.39595, -120.31394,2016,11,,,FED
401,,5237,2.0,7164,28.0,,2.0,2016-11-04 10:00:00,120.0,,Thomas Hall,,40000001178,,2.0,2016-11-04 00:00:00,,14.0,FIRE CAMP PILES 2016,47.988757, -120.269211,2016,11,,,FED
402,Jim Schleusner,4981,,6975,849.0,,98.0,2016-11-04 10:00:00,180.0,,Hancock Forest Managment Hancock Forest Managment,,SE20160039,,268.0,2016-11-03 13:57:39,,531.0,HANCOK BORDERLINE YK,46.12488, -121.291869,2016,11,Approved,2016-11-04 00:00:00,SE
403,,4798,,6976,10.0,,13.0,2016-11-04 09:30:00,5.0,,"Forecastle Timber, Llc Forecastle Timber, Llc",,PC20160430,,13.0,2016-11-04 00:00:00,,10.0,MINERAL 2013 HARVEST,46.74113, -122.181911,2016,11,Approved,2016-11-04 00:00:00,PC
404,Eric Bieker,4492,,6548,362.0,,438.0,2016-11-04 07:30:00,300.0,,WESTERN PACIFIC TIMBER LLC WESTERN PACIFIC TIMBER LLC,,SE20160095,,438.0,2016-10-31 11:03:10,,362.0,FLASH,45.933613, -120.853404,2016,10,Denied,2016-11-04 00:00:00,SE
405,James James,4464,,6785,50.0,,8.0,2016-11-04 09:30:00,5.0,,Don Hines,,SE20160115,,8.0,2016-11-21 00:00:00,,50.0,MANASTASH CREEK,46.963054, -120.699267,2016,11,Approved,2016-11-21 00:00:00,SE
406,,4147,,6338,135.0,,17.0,2016-11-04 10:30:00,100.0,,John Hancock Life Insurance Company John Hancock Life Insurance Company,,NE20160368,,17.0,2016-11-03 11:52:49,,135.0,IDAHO TOP SO,48.038097, -117.102472,2016,11,Approved,2016-11-04 00:00:00,NE
407,,4146,,6337,244.0,,38.0,2016-11-04 09:00:00,100.0,,Hancock Life Insurance Company Hancock Life Insurance Company,,NE20160351,,38.0,2016-11-03 11:52:14,,240.0,IDAHO TOP SA,48.038116, -117.08101,2016,11,Denied,2016-11-04 00:00:00,NE
408,Warren Weston,4065,,6270,148.0,,17.0,2016-11-04 09:00:00,90.0,,Pilchuck Tree Farm Pilchuck Tree Farm,,NW20161058,,2.0,2016-11-04 00:00:00,,42.0,HECKER,48.28205, -122.108685,2016,11,,,NW
409,Steve Loy,3948,,6618,430.0,,53.0,2016-11-04 07:30:00,240.0,,Green Diamond Resource Company Green Diamond Resource Company,,OL20160244,,20.0,2016-11-03 08:06:32,,167.0,,47.308007, -123.686085,2016,11,Approved,2016-11-04 00:00:00,OL
410,NW MANAGEMENT NW MANAGEMENT,3858,,6260,252.0,,65.0,2016-11-04 10:00:00,120.0,,"Nordic Crystal Falls, Llc Nordic Crystal Falls, Llc",,NE20160310,,40.0,2016-11-03 09:42:20,,155.0,KELSET LAST CHANCE,48.416272, -118.009776,2016,11,Approved,2016-11-04 00:00:00,NE
411,Dave Dodd,3690,,6391,83.0,,196.0,2016-11-04 09:30:00,5.0,,Thelma Ostby Living Trust Thelma Ostby Living Trust,,NE20160483,,196.0,2016-11-08 00:00:00,,83.0,,47.8962, -117.293339,2016,11,Approved,2016-11-08 00:00:00,NE
412,Dave Dodd,3689,,6390,65.0,,155.0,2016-11-04 09:30:00,5.0,,Ken Skjothaug,,NE20160482,,155.0,2016-11-08 00:00:00,,65.0,,47.896118, -117.271567,2016,11,Approved,2016-11-08 00:00:00,NE
413,,3688,,6389,13.0,,12.0,2016-11-04 09:30:00,5.0,,Dave Dodd,,NE20160481,,12.0,2016-11-08 00:00:00,,13.0,,47.896519, -117.422225,2016,11,Approved,2016-11-08 00:00:00,NE
414,Jim Peterson,3687,,6388,28.0,,20.0,2016-11-04 09:30:00,5.0,,Forested Habitats Llc Forested Habitats Llc,,NE20160480,,20.0,2016-11-08 00:00:00,,28.0,,48.174125, -117.187638,2016,11,Approved,2016-11-08 00:00:00,NE
415,,3686,,6387,30.0,,10.0,2016-11-04 09:30:00,5.0,,James Knight,,NE20160476,,10.0,2016-11-08 00:00:00,,30.0,,47.911024, -117.422338,2016,11,Approved,2016-11-08 00:00:00,NE
416,Jim Peterson,3685,,6386,49.0,,82.0,2016-11-04 09:30:00,5.0,,Forested Habitats Llc Forested Habitats Llc,,NE20160479,,82.0,2016-11-08 00:00:00,,49.0,JEFFERSON CREEK,48.038268, -117.145098,2016,11,Approved,2016-11-08 00:00:00,NE
417,,3683,,6385,10.0,,140.0,2016-11-04 09:30:00,5.0,,Lamont Murdoch,,NE20160475,,140.0,2016-11-08 00:00:00,,10.0,,47.49986, -117.336248,2016,11,Approved,2016-11-08 00:00:00,NE
418,,3680,1.0,6431,4.0,,10.0,2016-11-04 08:30:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001177,,10.0,2016-11-04 00:00:00,,2.0,PACKWOOD BONEYARD,46.62539, -121.67372,2016,11,Approved,2016-11-04 00:00:00,FED
419,Beth Fitch,3461,,6444,555.0,,108.0,2016-11-04 07:30:00,300.0,,Mid Valley Resources Mid Valley Resources,,PC20160418,,108.0,2016-11-03 09:50:50,,555.0,CLEAN SWEEP,46.29352, -123.779266,2016,11,Approved,2016-11-04 00:00:00,PC
420,Tyler Edwards,2955,,6550,720.0,,96.0,2016-11-04 08:00:00,180.0,,Washington Department Of Natural Resources Washington Department Of Natural Resources,,OL20160230,,70.0,2016-11-03 12:40:14,,540.0,RUSTY TAILGATE UNIT 1,47.932243, -124.385698,2016,11,Denied,2016-11-04 00:00:00,OL
421,,5236,,7163,30.0,,10.0,2016-11-03 09:30:00,5.0,,Brent Mahitka,,PC20160426,,10.0,2016-11-03 00:00:00,,30.0,163 INGALLS RD,46.292211, -123.45155,2016,11,Approved,2016-11-03 00:00:00,PC
422,,5235,,7162,30.0,,5.0,2016-11-03 09:30:00,5.0,,Charles Mctee,,PC20160427,,5.0,2016-11-03 00:00:00,,30.0,C. MCTEE,46.741231, -122.203011,2016,11,Approved,2016-11-03 00:00:00,PC
423,Chris Marcolin,5108,,7106,7.0,,3.0,2016-11-03 09:30:00,5.0,,Dnr - Northeast Region Dnr - Northeast Region,,NE20164070,,3.0,2016-11-09 00:00:00,,7.0,ROCK CREEK CAMPGROUND,48.402319, -119.766203,2016,11,Approved,2016-11-09 00:00:00,NE
424,Kyle Drennen,5106,,7104,21.0,,28.0,2016-11-03 09:30:00,5.0,,Weyerhaeuser Columbia Timberlands Weyerhaeuser Columbia Timberlands,,NW20161076,,28.0,2016-11-04 00:00:00,,21.0,SLIM PICKENS,48.537811, -121.674128,2016,11,Approved,2016-11-04 00:00:00,NW
425,Kyle Drennen,5105,,7103,2.0,,1.0,2016-11-03 09:30:00,5.0,,Weyerhaeuser Columbia Timberlands Weyerhaeuser Columbia Timberlands,,NW20163077,,1.0,2016-11-04 00:00:00,,2.0,DAVEY JONES,48.424069, -122.019717,2016,11,Approved,2016-11-04 00:00:00,NW
426,Kyle Drennen,5104,,7102,5.0,,1.0,2016-11-03 09:30:00,5.0,,Weyerhaeuser Columbia Timberlands Weyerhaeuser Columbia Timberlands,,NW20163078,,1.0,2016-11-04 00:00:00,,5.0,THISTLE & WEEDS,48.536443, -121.638369,2016,11,Approved,2016-11-04 00:00:00,NW
427,Ron Moline,5103,,7101,30.0,,1.0,2016-11-03 09:30:00,5.0,,John Jillson,,NW20160079,,1.0,2016-11-04 00:00:00,,30.0,JILLSON,48.76779, -122.366182,2016,11,Approved,2016-11-04 00:00:00,NW
428,,4985,,7042,15.0,,20.0,2016-11-03 09:30:00,5.0,,Bob Coats,,SE20160114,,20.0,2016-11-07 00:00:00,,15.0,SNAKE RIVER,46.071436, -118.063997,2016,11,Approved,2016-11-07 00:00:00,SE
429,Jim Schleusner,4981,,6269,849.0,,98.0,2016-11-03 10:00:00,180.0,,Hancock Forest Managment Hancock Forest Managment,,SE20160039,,48.0,2016-11-02 11:44:26,,531.0,HANCOK BORDERLINE YK,46.12488, -121.291869,2016,11,Approved,2016-11-03 00:00:00,SE
430,Joe Berry,4642,,6844,68.0,,5.0,2016-11-03 09:30:00,5.0,,Pacific Corp Energy Pacific Corp Energy,,PC20160413,,5.0,2016-11-03 00:00:00,,68.0,UNIT #3,45.989541, -122.503472,2016,11,Approved,2016-11-03 00:00:00,PC
431,,4587,,6832,15.0,,15.0,2016-11-03 09:30:00,5.0,,Mt Baker Motorcycle Club Mt Baker Motorcycle Club,,NW20160075,,15.0,2016-11-03 00:00:00,,15.0,MT BAKER MOTORCYCLE CLUB,48.693809, -122.201802,2016,11,Approved,2016-11-03 00:00:00,NW
432,Eric Bieker,4491,,6545,538.0,,480.0,2016-11-03 07:30:00,300.0,,WESTERN PACIFIC TIMBER LLC WESTERN PACIFIC TIMBER LLC,,SE20160081,,480.0,2016-10-31 11:00:06,,538.0,STUMPED,45.94773, -120.749974,2016,10,Approved,2016-11-03 00:00:00,SE
433,,4274,6.0,6663,15.0,,72.0,2016-11-03 08:55:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001176,,,2016-11-03 00:00:00,,8.0,BLUE THIN 37,46.40008, -121.74386,2016,11,Approved,2016-11-03 00:00:00,FED
434,,4273,8.0,6662,12.0,,10.0,2016-11-03 09:25:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001175,,,2016-11-03 00:00:00,,6.0,BLUE THIN 42,46.38185, -121.74307,2016,11,Approved,2016-11-03 00:00:00,FED
435,,4272,4.0,6661,16.0,,69.0,2016-11-03 08:35:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001174,,,2016-11-03 00:00:00,,8.0,BLUE THIN 32,46.42612, -121.76819,2016,11,Approved,2016-11-03 00:00:00,FED
436,,4271,2.0,6660,12.0,,11.0,2016-11-03 08:15:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001173,,,2016-11-03 00:00:00,,6.0,BLUE THIN 29,46.43793, -121.78481,2016,11,Approved,2016-11-03 00:00:00,FED
437,,4270,7.0,6659,12.0,,18.0,2016-11-03 09:15:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001172,,,2016-11-03 00:00:00,,6.0,BLUE THIN 41,46.38074, -121.74529,2016,11,Approved,2016-11-03 00:00:00,FED
438,,4269,1.0,6658,40.0,,33.0,2016-11-03 08:00:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001171,,,2016-11-03 00:00:00,,7.0,BLUE THIN 28,46.43807, -121.78947,2016,11,Approved,2016-11-03 00:00:00,FED
439,,4268,3.0,6657,12.0,,16.0,2016-11-03 08:25:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001170,,,2016-11-03 00:00:00,,6.0,BLUE THIN 30,46.43528, -121.78017,2016,11,Approved,2016-11-03 00:00:00,FED
440,,4267,9.0,6656,10.0,,8.0,2016-11-03 09:35:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001169,,,2016-11-03 00:00:00,,5.0,BLUE THIN 43,46.3645, -121.73532,2016,11,Approved,2016-11-03 00:00:00,FED
441,,4266,10.0,6655,14.0,,23.0,2016-11-03 09:45:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001168,,,2016-11-03 00:00:00,,7.0,BLUE THIN 44,46.36432, -121.73346,2016,11,Approved,2016-11-03 00:00:00,FED
442,,4265,5.0,6654,14.0,,22.0,2016-11-03 08:45:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001167,,,2016-11-03 00:00:00,,7.0,BLUE THIN 34,46.41138, -121.75494,2016,11,Approved,2016-11-03 00:00:00,FED
443,,4147,,6745,135.0,,17.0,2016-11-03 09:00:00,60.0,,John Hancock Life Insurance Company John Hancock Life Insurance Company,,NE20160368,,17.0,2016-10-31 11:07:19,,134.0,IDAHO TOP SO,48.038097, -117.102472,2016,10,Approved,2016-11-03 00:00:00,NE
444,,4146,,6746,244.0,,38.0,2016-11-03 10:00:00,100.0,,Hancock Life Insurance Company Hancock Life Insurance Company,,NE20160351,,36.0,2016-10-31 11:10:44,,240.0,IDAHO TOP SA,48.038116, -117.08101,2016,10,Approved,2016-11-03 00:00:00,NE
445,Ryan Dippel,3457,,6321,186.0,,64.0,2016-11-03 08:00:00,90.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20160411,,1.0,2016-11-02 09:57:57,,186.0,4800 H2 P5151,46.434363, -123.247228,2016,11,Approved,2016-11-03 00:00:00,PC
446,Ryan Dippel,3456,,6363,133.0,,97.0,2016-11-03 08:00:00,60.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20160410,,1.0,2016-11-02 09:48:07,,133.0,4000A P5152,46.434271, -123.263677,2016,11,Approved,2016-11-03 00:00:00,PC
447,Ryan Dippel,3455,,6362,409.0,,100.0,2016-11-03 08:00:00,120.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20160409,,1.0,2016-11-02 09:47:03,,409.0,4980/4990 P5140,46.434271, -123.263677,2016,11,Approved,2016-11-03 00:00:00,PC
448,Ryan Dippel,3453,,6320,114.0,,88.0,2016-11-03 08:00:00,60.0,,Weyerhaeuser Co - Peell Weyerhaeuser Co - Peell,,PC20160407,,1.0,2016-11-02 09:56:14,,114.0,1300/2200 P5109,46.463804, -123.28364,2016,11,Approved,2016-11-03 00:00:00,PC
449,Tyler Edwards,2955,,6257,720.0,,96.0,2016-11-03 08:00:00,420.0,,Washington Department Of Natural Resources Washington Department Of Natural Resources,,OL20160230,,83.0,2016-10-31 15:21:30,,630.0,RUSTY TAILGATE UNIT 1,47.932243, -124.385698,2016,10,Denied,2016-11-03 00:00:00,OL
450,Jeremy Grose,2953,,6749,169.0,,72.0,2016-11-03 09:00:00,360.0,,Washington State Department Of Natural Resources Washington State Department Of Natural Resources,,OL20160231,,65.0,2016-10-31 15:24:12,,150.0,,48.242482, -124.338735,2016,10,Denied,2016-11-03 00:00:00,OL
451,,5234,,7161,30.0,,5.0,2016-11-02 09:30:00,5.0,,Scott Levanen,,PC20160429,,5.0,2016-11-02 00:00:00,,30.0,S. LEVANEN,45.801667, -122.610278,2016,11,Approved,2016-11-02 00:00:00,PC
452,Bob Borden,5233,,7160,33.0,,12.0,2016-11-02 09:30:00,5.0,,Terry Graham,,PC20160428,,12.0,2016-11-02 00:00:00,,33.0,SUND RD,46.946467, -123.358398,2016,11,Approved,2016-11-02 00:00:00,PC
453,Don Bellamy,5027,,7022,84.0,,40.0,2016-11-02 09:30:00,5.0,,Wadnr State Lands Wadnr State Lands,,SE20160112,,40.0,2016-11-07 00:00:00,,84.0,GLENNWOOD QUARRY,45.964324, -121.25035,2016,11,Approved,2016-11-07 00:00:00,SE
454,,4768,,6886,30.0,,9.0,2016-11-02 09:30:00,5.0,,John Felts,,NE20160474,,9.0,2016-11-03 00:00:00,,30.0,,47.587231, -117.443367,2016,11,Approved,2016-11-03 00:00:00,NE
455,,4767,,6885,30.0,,9.0,2016-11-02 09:30:00,5.0,,Jay Keiser,,NE20160473,,9.0,2016-11-03 00:00:00,,30.0,,47.678544, -117.05768,2016,11,Approved,2016-11-03 00:00:00,NE
456,,4765,,6884,30.0,,10.0,2016-11-02 09:30:00,5.0,,Rich Tessier,,NE20160468,,10.0,2016-11-03 00:00:00,,30.0,,47.765639, -117.571752,2016,11,Approved,2016-11-03 00:00:00,NE
457,,4763,1.0,6930,8.0,,22.0,2016-11-02 08:30:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001165,,22.0,2016-11-02 00:00:00,,4.0,JACKPOT 19,46.46, -121.74245,2016,11,Approved,2016-11-02 00:00:00,FED
458,,4762,3.0,6929,6.0,,16.0,2016-11-02 09:30:00,320.0,,Cowlitz Valley Cowlitz Valley,,40000001164,,16.0,2016-11-02 00:00:00,,3.0,JACKPOT UNIT 11,46.4474, -121.68986,2016,11,Approved,2016-11-02 00:00:00,FED
459,Ken Hall,4733,,6883,91.0,,30.0,2016-11-02 09:30:00,5.0,,Karen Meyer,,NE20160467,,30.0,2016-11-03 00:00:00,,91.0,,48.040691, -117.575982,2016,11,Approved,2016-11-03 00:00:00,NE
460,,4732,,6882,30.0,,10.0,2016-11-02 09:30:00,5.0,,Mark Mahoney,,NE20160466,,10.0,2016-11-03 00:00:00,,30.0,,47.825154, -117.853272,2016,11,Approved,2016-11-03 00:00:00,NE
461,Carol Calder,4731,,6881,30.0,,9.0,2016-11-02 09:30:00,5.0,,Loon Lake Acres Inc Loon Lake Acres Inc,,NE20160465,,9.0,2016-11-03 00:00:00,,30.0,,48.070061, -117.619488,2016,11,Approved,2016-11-03 00:00:00,NE
