Incident Name,Incident Number,Classification,Region,County,Final Total Acres,Type of Date,General Cause,Specific Cause,Specific Sub Cause,Date,Time
Little Caribou,117,Classified,SOUTHEAST,Kittitas County,,Started,Recreation,Hunter,Campfire,10/29/17,23:48
PARRY MILAN,384,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/29/17,13:00
Rainy Deluxe Pile,24,Classified,OLYMPIC,Clallam County,,Started,Debris Burning,None,None,10/29/17,14:17
Rainy Deluxe Pile,24,Classified,OLYMPIC,Clallam County,,First Attack,Debris Burning,None,None,10/29/17,14:38
KING ROAD SOUTH,105,Classified,PACIFIC CASC,Lewis County,,First Attack,Debris Burning,None,None,10/28/17,20:00
RIVER ESTATES,383,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/28/17,10:00
S5200,25,Classified,OLYMPIC,Clallam County,,Started,Debris Burning,None,None,10/28/17,12:00
S5200,25,Classified,OLYMPIC,Clallam County,,First Attack,Debris Burning,None,None,10/28/17,11:30
TIGER LILY,382,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,10/28/17,22:00
TIGER LILY,382,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,10/28/17,23:00
KING ROAD SOUTH,105,Classified,PACIFIC CASC,Lewis County,,Started,Debris Burning,None,None,10/27/17,7:00
EARLY,381,Classified,NORTHEAST,Stevens County,,Started,Logging,Equipment Burning,None,10/26/17,16:00
EARLY,381,Classified,NORTHEAST,Stevens County,,First Attack,Logging,Equipment Burning,None,10/26/17,16:42
COOPER RD NW,845,False Alarm,SO PUGET,Thurston County,,Started,Undetermined,None,None,10/25/17,16:04
FLOWER MIST,1065,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/25/17,18:00
NF 5400-1,602,Unclassified,SO PUGET,King County,,Started,Miscellaneous,Power Line,None,10/25/17,15:41
CHALLENGE ROAD,603,Unclassified,NORTHWEST,Skagit County,,Started,Miscellaneous,Other,None,10/24/17,14:54
LITTLE BISSELL,1064,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/24/17,9:03
NEAR BOSSBURG,1068,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/24/17,15:38
STONEHAVEN BLAZE,380,Classified,NORTHEAST,Okanogan County,,Started,Miscellaneous,Other,None,10/24/17,15:00
STONEHAVEN BLAZE,380,Classified,NORTHEAST,Okanogan County,,First Attack,Miscellaneous,Other,None,10/24/17,15:41
OREGON W,1063,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/23/17,10:33
RED LAKE SMOKE,1071,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/23/17,15:49
CARLTON,1062,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/22/17,15:30
BUCK HELIOS,1061,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/20/17,11:23
KLIPCHUCK,1581,Other Agency,NORTHEAST,Okanogan County,,Started,Recreation,Camper,Campfire,10/20/17,11:17
SEVEN MILE PILE,1059,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/19/17,7:58
COTTON TRAIL,1057,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/18/17,10:18
MELIN,378,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/18/17,10:30
MELIN,378,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,10/18/17,11:03
PARADISE LOST,1060,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/18/17,17:35
97 NORTH,1580,Other Agency,NORTHEAST,Okanogan County,,Started,Miscellaneous,Structure Fire,None,10/17/17,14:30
ANDRUS PILES,366,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/17/17,14:30
ANDRUS PILES,366,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/17/17,13:51
ANDRUS SLOPE,364,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/17/17,11:30
ANDRUS SLOPE,364,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/17/17,11:49
BURNETT ROAD,372,Classified,NORTHEAST,Spokane County,,First Attack,Undetermined,None,None,10/17/17,17:13
BURNETT ROAD,372,Classified,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/17/17,16:30
CHIPMUNK,375,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Power Line,None,10/17/17,15:20
CHIPMUNK,375,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Power Line,None,10/17/17,15:49
CRAIG STUMP,367,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/17/17,13:40
CRAIG STUMP,367,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/17/17,14:06
CURLEW POLE,365,Classified,NORTHEAST,Ferry County,,Started,Miscellaneous,Power Line,None,10/17/17,11:55
CURLEW POLE,365,Classified,NORTHEAST,Ferry County,,First Attack,Miscellaneous,Power Line,None,10/17/17,12:35
DELVAN HILL,79,Classified,NORTHWEST,Skagit County,,First Attack,Miscellaneous,Fireworks other than children,None,10/17/17,8:00
DELVAN HILL,79,Classified,NORTHWEST,Skagit County,,Started,Miscellaneous,Fireworks other than children,None,10/17/17,5:15
FLORA,1055,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/17/17,15:08
HALEY GRAY,1053,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,10/17/17,16:47
JEFFERSON EAST,374,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/17/17,13:01
JEFFERSON EAST,374,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/17/17,7:00
KNAPPY,370,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Power Line,None,10/17/17,15:35
KNAPPY,370,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Power Line,None,10/17/17,15:52
LAMBERT CREEK,1050,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,10/17/17,9:30
MAPLE BREEZE,1058,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/17/17,15:48
MILES,377,Classified,NORTHEAST,Lincoln County,,First Attack,Debris Burning,None,None,10/17/17,17:57
MILES,377,Classified,NORTHEAST,Lincoln County,,Started,Debris Burning,None,None,10/17/17,14:30
MOUNT ELIZABETH,363,Classified,NORTHEAST,Ferry County,,Started,Recreation,Camper,Campfire,10/17/17,7:00
MOUNT ELIZABETH,363,Classified,NORTHEAST,Ferry County,,First Attack,Recreation,Camper,Campfire,10/17/17,8:33
ONION CREEK,376,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Structure Fire,None,10/17/17,20:17
ONION CREEK,376,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Structure Fire,None,10/17/17,19:30
QUARRY,368,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Structure Fire,None,10/17/17,14:20
QUARRY,368,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Structure Fire,None,10/17/17,15:23
SAND CANYON,371,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Power Line,None,10/17/17,14:00
SAND CANYON,371,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Power Line,None,10/17/17,14:59
SILVER PINE,373,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/17/17,14:50
SILVER PINE,373,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/17/17,15:21
SODA,369,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Power Line,None,10/17/17,15:00
SODA,369,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Power Line,None,10/17/17,15:00
TATE ROAD,1051,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/17/17,14:00
WALKING HORSE,1052,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/17/17,15:34
WINDY LE CLERC,1056,False Alarm,NORTHEAST,Pend Oreille County,,Started,Undetermined,None,None,10/17/17,13:32
WYLIE ROAD,1054,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/17/17,14:08
ELK ESCAPE,361,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/16/17,11:23
MADISON BARN,362,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Other,None,10/16/17,15:30
MADISON BARN,362,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Other,None,10/16/17,16:40
P&E,104,Classified,PACIFIC CASC,Lewis County,,Started,Debris Burning,None,None,10/16/17,16:11
P&E,104,Classified,PACIFIC CASC,Lewis County,,First Attack,Debris Burning,None,None,10/16/17,23:00
SCOTT,379,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/16/17,17:00
SCOTT,379,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,10/16/17,19:13
BEACH VIEW,1049,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/15/17,18:21
BOND,360,Classified,NORTHEAST,Pend Oreille County,,Started,Debris Burning,None,None,10/15/17,18:20
BOND,360,Classified,NORTHEAST,Pend Oreille County,,First Attack,Debris Burning,None,None,10/15/17,20:23
ELK ESCAPE,361,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/15/17,20:00
FALLS CREEK,611,Unclassified,NORTHEAST,Okanogan County,,Started,Recreation,Camper,Campfire,10/15/17,17:24
MAHONEY,359,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/15/17,14:40
MAHONEY,359,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,10/15/17,14:57
GIRAFFE PILE,358,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/14/17,11:00
GIRAFFE PILE,358,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/14/17,11:12
NORTH LEMANASKY,1048,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,10/14/17,12:18
Pine,1573,Other Agency,SOUTHEAST,Yakima County,,Started,Recreation,Camper,Campfire,10/14/17,9:10
STANTON LOOP,1047,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,10/14/17,8:48
Icicle Creek,115,Classified,SOUTHEAST,Chelan County,,Started,Debris Burning,None,None,10/13/17,13:30
Icicle Creek,115,Classified,SOUTHEAST,Chelan County,,First Attack,Debris Burning,None,None,10/13/17,14:52
SNOWY SWISS,357,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/13/17,9:30
SNOWY SWISS,357,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,10/13/17,12:13
BROWN BUNDY,356,Classified,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/12/17,14:00
BROWN BUNDY,356,Classified,NORTHEAST,Stevens County,,First Attack,Debris Burning,None,None,10/12/17,14:35
FOOTHILLS,1046,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/12/17,16:53
PINE GATE PILE,355,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/11/17,8:00
PINE GATE PILE,355,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/11/17,10:41
015 Fire,1572,Other Agency,SOUTHEAST,Columbia County,,Started,Undetermined,None,None,10/09/17,9:00
ELK YALE,351,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/09/17,11:30
ELK YALE,351,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/09/17,11:31
ELLEN,353,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,10/09/17,11:06
Grape,114,Classified,SOUTHEAST,Klickitat County,,Started,Miscellaneous,Other,None,10/09/17,17:12
Grape,114,Classified,SOUTHEAST,Klickitat County,,First Attack,Miscellaneous,Other,None,10/09/17,17:58
JOHNS RIVER,103,Classified,PACIFIC CASC,Grays Harbor County,,First Attack,Recreation,Camper,Campfire,10/09/17,14:00
JOHNS RIVER,103,Classified,PACIFIC CASC,Grays Harbor County,,Started,Recreation,Camper,Campfire,10/09/17,14:08
LONG SHORT,352,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/09/17,12:40
LONG SHORT,352,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/09/17,13:25
MATSEN,354,Classified,NORTHEAST,Ferry County,,First Attack,Debris Burning,None,None,10/09/17,11:24
SHERMAN BURNER,1579,Other Agency,NORTHEAST,Spokane County,,Started,Miscellaneous,Structure Fire,None,10/09/17,9:36
ELLEN,353,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,10/08/17,16:00
FRANTZ OREGON,1045,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/08/17,12:45
GAP CREEK,349,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Structure Fire,None,10/08/17,7:20
GAP CREEK,349,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Structure Fire,None,10/08/17,8:30
MATSEN,354,Classified,NORTHEAST,Ferry County,,Started,Debris Burning,None,None,10/08/17,22:30
MERCER PILE,350,Classified,NORTHEAST,Okanogan County,,First Attack,Miscellaneous,Other,None,10/08/17,15:50
MERCER PILE,350,Classified,NORTHEAST,Okanogan County,,Started,Miscellaneous,Other,None,10/08/17,15:00
COOK CAMP,348,Classified,NORTHEAST,Okanogan County,,Started,Recreation,Camper,Campfire,10/07/17,6:00
COOK CAMP,348,Classified,NORTHEAST,Okanogan County,,First Attack,Recreation,Camper,Campfire,10/07/17,12:28
HANSON CREEK,1578,Other Agency,NORTHEAST,Stevens County,,Started,Miscellaneous,Other,None,10/07/17,8:00
KATY COURT,346,Classified,NORTHEAST,Spokane County,,First Attack,Undetermined,None,None,10/07/17,16:14
SOUTH PARK,347,Classified,NORTHEAST,Spokane County,,Started,Recreation,Camper,Campfire,10/07/17,9:30
SOUTH PARK,347,Classified,NORTHEAST,Spokane County,,First Attack,Recreation,Camper,Campfire,10/07/17,10:37
JONES PIT,1516,Other Agency,SO PUGET,Pierce County,,Started,Undetermined,None,None,10/06/17,20:00
KATY COURT,346,Classified,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/06/17,15:30
KATY COURT,346,Classified,NORTHEAST,Spokane County,,First Attack,Under Investigation,None,None,10/06/17,16:32
Teanaway River,113,Classified,SOUTHEAST,Kittitas County,,First Attack,Under Investigation,None,None,10/06/17,13:50
Teanaway River,113,Classified,SOUTHEAST,Kittitas County,,Started,Under Investigation,None,None,10/06/17,13:33
CEMETERY ROAD,1577,Other Agency,NORTHEAST,Stevens County,,Started,Debris Burning,None,None,10/05/17,13:51
MCDOWELL,1044,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/05/17,14:13
TORBOY ,1043,False Alarm,NORTHEAST,Ferry County,,Started,Undetermined,None,None,10/05/17,13:07
DELPHI ROAD,844,False Alarm,SO PUGET,Thurston County,,Started,Undetermined,None,None,10/04/17,8:10
GILMORE FALSE,1042,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/04/17,15:54
LAME DEER,1041,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/04/17,16:51
OCEAN BEACH 41,842,False Alarm,PACIFIC CASC,Cowlitz County,,Started,Undetermined,None,None,10/04/17,8:35
ROSALIA,344,Classified,NORTHEAST,Spokane County,,First Attack,Arson,Other,None,10/04/17,20:12
ROSALIA,344,Classified,NORTHEAST,Spokane County,,Started,Arson,Other,None,10/04/17,19:30
SOUTH OLD 195,345,Classified,NORTHEAST,Spokane County,,Started,Arson,Other,None,10/04/17,19:30
SOUTH OLD 195,345,Classified,NORTHEAST,Spokane County,,First Attack,Arson,Other,None,10/04/17,20:51
LUMMI SHORE #2,78,Classified,NORTHWEST,Whatcom County,,Started,Recreation,Camper,Campfire,10/03/17,9:55
LUMMI SHORE #2,78,Classified,NORTHWEST,Whatcom County,,First Attack,Recreation,Camper,Campfire,10/03/17,9:00
PATTERSON,1040,False Alarm,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,10/03/17,16:19
SUMMIT CREEK,343,Classified,NORTHEAST,Okanogan County,,Started,Logging,Other,None,10/03/17,2:30
SUMMIT CREEK,343,Classified,NORTHEAST,Okanogan County,,First Attack,Logging,Other,None,10/03/17,4:46
FOUR LAKES SPOT,341,Classified,NORTHEAST,Spokane County,,Started,Recreation,Camper,Campfire,10/02/17,1:00
FOUR LAKES SPOT,341,Classified,NORTHEAST,Spokane County,,First Attack,Recreation,Camper,Campfire,10/02/17,9:54
SEVEN MILE,342,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/02/17,14:55
SHOOTING PIT 1 ,126,Classified,SO PUGET,Pierce County,,Started,Recreation,Camper,Campfire,10/02/17,11:50
SHOOTING PIT 1 ,126,Classified,SO PUGET,Pierce County,,First Attack,Recreation,Camper,Campfire,10/02/17,11:50
4020,1506,Other Agency,NORTHWEST,Snohomish County,,Started,Recreation,Camper,Campfire,10/01/17,12:48
OWENS,340,Classified,NORTHEAST,Spokane County,,First Attack,Debris Burning,None,None,10/01/17,14:50
OWENS,340,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/01/17,14:20
RAINBOW LAKE,339,Classified,NORTHEAST,Okanogan County,,Started,Undetermined,None,None,10/01/17,13:30
RAINBOW LAKE,339,Classified,NORTHEAST,Okanogan County,,First Attack,Undetermined,None,None,10/01/17,14:08
SEVEN MILE,342,Classified,NORTHEAST,Spokane County,,Started,Debris Burning,None,None,10/01/17,14:00
SPLIT CREEK FAKE,1039,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,10/01/17,13:55
TRAVIS,337,Classified,NORTHEAST,Stevens County,,First Attack,Undetermined,None,None,10/01/17,6:06
TRAVIS,337,Classified,NORTHEAST,Stevens County,,Started,Undetermined,None,None,10/01/17,6:00
VALLEY SPOT,338,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Firearms,Other,10/01/17,11:00
VALLEY SPOT,338,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Firearms,Other,10/01/17,12:09
Chumyon,1570,Other Agency,SOUTHEAST,Chelan County,,Started,Debris Burning,None,None,09/30/17,17:56
FALSE DEER CREEK,1037,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,09/30/17,12:22
FALSE DEER LAKE,1038,False Alarm,NORTHEAST,Stevens County,,Started,Undetermined,None,None,09/30/17,16:07
HUNTERS WOODPILE,334,Classified,NORTHEAST,Stevens County,,Started,Miscellaneous,Spontaneous Combustion,None,09/30/17,10:30
HUNTERS WOODPILE,334,Classified,NORTHEAST,Stevens County,,First Attack,Miscellaneous,Spontaneous Combustion,None,09/30/17,12:15
LAKELAND VILLAGE,336,Classified,NORTHEAST,Spokane County,,Started,Miscellaneous,Other,None,09/30/17,16:30
LAKELAND VILLAGE,336,Classified,NORTHEAST,Spokane County,,First Attack,Miscellaneous,Other,None,09/30/17,17:16
MARBLE TWO,335,Classified,NORTHEAST,Stevens County,,Started,Recreation,Camper,Campfire,09/30/17,16:00
MARBLE TWO,335,Classified,NORTHEAST,Stevens County,,First Attack,Recreation,Camper,Campfire,09/30/17,16:15
Whitehall,1569,Other Agency,SOUTHEAST,Douglas County,,Started,Undetermined,None,None,09/30/17,12:47
SOUTH FORK,125,Classified,SO PUGET,King County,,First Attack,Undetermined,None,None,09/29/17,12:30
SOUTH FORK,125,Classified,SO PUGET,King County,,Started,Undetermined,None,None,09/29/17,11:10
AGATE RD,124,Classified,SO PUGET,Mason County,,Started,Undetermined,None,None,09/28/17,12:36
AGATE RD,124,Classified,SO PUGET,Mason County,,First Attack,Undetermined,None,None,09/28/17,12:56
CRANBERRY CREEK,123,Classified,SO PUGET,Mason County,,Started,Undetermined,None,None,09/28/17,12:34
CRANBERRY CREEK,123,Classified,SO PUGET,Mason County,,First Attack,Undetermined,None,None,09/28/17,12:43
FALSE DREW,1036,False Alarm,NORTHEAST,Spokane County,,Started,Undetermined,None,None,09/28/17,19:30
Mile Post 5,1567,Other Agency,SOUTHEAST,Chelan County,,Started,Undetermined,None,None,09/28/17,16:40
283RD,623,Unclassified,PACIFIC CASC,Clark County,,Started,Undetermined,None,None,09/27/17,14:38
DEE CREEK,102,Classified,PACIFIC CASC,Cowlitz County,,Started,Miscellaneous,Other,None,09/27/17,13:00
DEE CREEK,102,Classified,PACIFIC CASC,Cowlitz County,,First Attack,Miscellaneous,Other,None,09/27/17,13:39
EARLY HAY,1575,Other Agency,NORTHEAST,Stevens County,,Started,Miscellaneous,Spontaneous Combustion,None,09/27/17,12:32
LOOP,1576,Other Agency,NORTHEAST,Lincoln County,,Started,Miscellaneous,Firearms,Other,09/27/17,14:20
O'TOOLE CREEK,77,Classified,NORTHWEST,Skagit County,,Started,Recreation,Camper,Campfire,09/27/17,14:48
