OBJECTID,FIREEVENT_ID,INCIDENT_NO,INCIDENT_NM,INCIDENT_ID,COUNTY_LABEL_NM,FIRE_TWP_WHOLE_NO,FIRE_TWP_FRACT_NO,FIRE_RGE_WHOLE_NO,FIRE_RGE_FRACT_NO,FIRE_RGE_DIR_FLG,FIRE_SECT_NO,SITE_ELEV,FIREGCAUSE_LABEL_NM,FIRESCAUSE_LABEL_NM,BURNESCAPE_RSN_LABEL_NM,ACRES_BURNED,START_DT,START_TM,DSCVR_DT,DSCVR_TM,CONTROL_DT,CONTROL_TM,FIRE_OUT_DT,FIRE_OUT_TM,BURN_MERCH_AREA,BURN_REPROD_AREA,BURN_NONSTOCK_AREA,FIREEVNT_CLASS_CD,FIREEVNT_CLASS_LABEL_NM,SECTION_SUBDIV_PTS_ID,LAT_COORD,LON_COORD,RES_ORDER_NO,NON_DNR_RES_ORDER_NO,START_OWNER_AGENCY_NM,START_JURISDICTION_AGENCY_NM,SHAPE,PROTECTION_TYPE,REGION_NAME
10793,30379,1574,DOUGLAS COUNTY COMPLEX,30061,DOUGLAS,27,0,24,0,E,8,0,Lightning,None,<Null>,10,7/15/12,900,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,345358,47.851856,-119.845912,<Null>,WA-WFS-301,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
15855,28366,1517,ROAD A,28068,DOUGLAS,26,0,25,0,E,17,0,Lightning,None,<Null>,1500,7/15/12,1748,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,64129,47.750073,-119.717356,<Null>,WA-SPD-50210,Bureau Of Land Management,Bureau Of Land Management,Point,DNR Assist Other Agency,SOUTHEAST
4805,28264,895,NO LABELLE,27967,OKANOGAN,36,0,30,0,E,21,<Null>,Undetermined,None,<Null>,0,7/15/12,1359,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,439906,48.60282,-119.07453,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
4299,28181,821,FALSE ALARM - WASHINGTON CREEK,27884,CHELAN,28,0,23,0,E,6,<Null>,Undetermined,None,<Null>,0,7/15/12,1437,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,116528,47.953028,-119.996553,<Null>,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
254,28199,897,ALTA RIDGE,27901,OKANOGAN,31,0,22,0,E,2,<Null>,Undetermined,None,<Null>,0,7/15/12,1355,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1117540,48.21709,-120.04382,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
4891,28354,901,HUTSINGER,28056,OKANOGAN,34,0,26,0,E,17,<Null>,Undetermined,None,<Null>,0,7/15/12,1649,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,555412,48.45157,-119.58428,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
19121,28207,822,FALSE ALARM - CHELAN BUTTE,27909,CHELAN,27,0,22,0,E,26,<Null>,Undetermined,None,<Null>,0,7/15/12,1741,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,385302,47.807985,-120.039792,WA-SES-209,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
12735,28240,891,EGYPT GHOST,27942,LINCOLN,28,0,36,0,E,14,<Null>,Undetermined,None,<Null>,0,7/15/12,1350,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1025042,47.9244,-118.23589,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7263,28464,926,ELLEMEHAM HILL,28150,OKANOGAN,40,0,27,0,E,32,<Null>,Undetermined,None,<Null>,0,7/15/12,1828,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1113202,48.92471,-119.45928,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7138,28204,132,OLEMA,27906,OKANOGAN,32,0,24,0,E,11,2023,Lightning,None,<Null>,0.01,7/15/12,1500,7/15/12,1445,7/15/12,1530,7/23/12,1736,<Null>,<Null>,0.01,1,Classified,416622,48.28821,-119.79095,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
6571,28360,135,GIVE OUT STRIKE,28062,OKANOGAN,38,0,31,0,E,9,1355,Lightning,None,<Null>,0.1,7/15/12,1530,7/15/12,1600,7/16/12,1200,7/20/12,1400,0.1,<Null>,<Null>,1,Classified,837865,48.8108,-118.92166,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
13208,28247,128,ECHO ECHO,27949,STEVENS,37,0,39,0,E,19,1900,Miscellaneou,Vehicle Fire,<Null>,0.01,7/15/12,1140,7/15/12,1130,7/15/12,1245,7/18/12,1603,0.01,<Null>,<Null>,1,Classified,543345,48.69395,-117.95287,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
13625,28221,146,SUNSET STRIKE,27917,OKANOGAN,40,0,28,0,E,18,1925,Lightning,None,<Null>,0.25,7/15/12,1320,7/15/12,1320,7/15/12,1630,7/23/12,1324,<Null>,<Null>,<Null>,1,Classified,227636,48.9612,-119.34501,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
16141,28182,130,DAVIS LAKE,27885,OKANOGAN,36,0,28,0,E,34,3350,Lightning,None,<Null>,0.5,7/15/12,1100,7/15/12,1120,7/16/12,1200,7/23/12,1223,0.5,<Null>,<Null>,1,Classified,566748,48.5774,-119.31351,WA-NES-487,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18454,28148,53,LOVER'S LEAP,27869,KLICKITAT,4,0,14,0,E,21,1000,Lightning,None,<Null>,2.1,7/15/12,1232,7/15/12,1200,7/15/12,1535,7/21/12,1200,2.1,<Null>,<Null>,1,Classified,27912,45.817807,-121.061711,WA-SES-204,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
19043,28185,133,DENT,27888,OKANOGAN,32,0,24,0,E,22,2950,Lightning,None,<Null>,0.1,7/15/12,1100,7/15/12,1400,7/15/12,2100,7/21/12,1439,0.1,<Null>,<Null>,1,Classified,934435,48.25595,-119.80688,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
3482,28184,136,TEXAS TURNAROUND,27887,OKANOGAN,31,0,22,0,E,2,3171,Lightning,None,<Null>,0.01,7/15/12,1800,7/15/12,1730,7/16/12,1730,7/23/12,1138,0.01,<Null>,<Null>,1,Classified,565246,48.21588,-119.90943,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
3539,28227,16,WOODS LAKE RD PIT 2,27923,SNOHOMISH,28,0,7,0,E,14,843,Recreation,Other,<Null>,0.1,7/15/12,1800,7/16/12,919,7/16/12,1030,7/18/12,945,<Null>,<Null>,<Null>,1,Classified,155120,47.913787,-121.874458,WA-NWS-016,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
3695,28361,144,LIGHTNING LABELLE,28063,OKANOGAN,36,0,30,0,E,21,3250,Lightning,None,<Null>,0.01,7/15/12,1330,7/15/12,1345,7/15/12,2135,7/22/12,1240,0.01,<Null>,<Null>,1,Classified,1128006,48.60284,-119.06911,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
5705,28201,131,SHELBERG LAKE,27903,OKANOGAN,36,0,26,0,E,33,2600,Lightning,None,<Null>,0.1,7/15/12,1315,7/15/12,1315,7/15/12,1800,7/23/12,1432,0.1,<Null>,<Null>,1,Classified,306649,48.57071,-119.57409,WA-NES-495,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
4502,28183,134,HOSIER BUCK,27886,OKANOGAN,33,0,25,0,E,31,2920,Lightning,None,<Null>,0.5,7/15/12,1330,7/15/12,1320,7/15/12,2200,7/23/12,1744,0.5,<Null>,<Null>,1,Classified,434296,48.31364,-119.74653,WA-NES-496,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
1563,28150,55,KING,27871,YAKIMA,7,0,11,0,E,35,3900,Lightning,None,<Null>,0.25,7/15/12,1828,7/15/12,1800,7/16/12,1429,7/21/12,1250,<Null>,0.25,<Null>,1,Classified,197457,46.051933,-121.396142,WA-SES-212,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
9149,28149,54,WEIBERG,27870,KLICKITAT,5,0,10,0,E,27,1500,Lightning,None,<Null>,0.1,7/15/12,1150,7/15/12,1150,7/15/12,1600,7/19/12,1215,0.1,<Null>,<Null>,1,Classified,940084,45.8916,-121.539144,WA-SES-203,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
5397,28477,600,MCCARVER SMOKE,28167,CLALLAM,30,0,5,0,W,15,<Null>,Debris Burn,None,Instructions,0.1,7/16/12,1246,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,134738,48.094094,-123.307463,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,OLYMPIC
9619,28241,892,UNKNOWN PINGSTON,27943,STEVENS,36,0,38,0,E,24,<Null>,Undetermined,None,<Null>,0,7/16/12,809,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,489403,48.60545,-117.96993,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
17060,28206,824,FALSE ALARM - COLOCKUM,27908,CHELAN,20,0,21,0,E,16,<Null>,Undetermined,None,<Null>,0,7/16/12,742,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,109560,47.225483,-120.206256,WA-SES-213,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
15715,28224,893,GOING DEEP,27920,STEVENS,39,0,41,0,E,27,<Null>,Undetermined,None,<Null>,0,7/16/12,924,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1147102,48.86017,-117.61775,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7716,28151,56,LILLY LAKE,27872,CHELAN,21,0,20,0,E,22,3100,Recreation,Day Use,<Null>,0.01,7/16/12,1208,7/16/12,1200,7/16/12,1235,7/16/12,1335,0.01,<Null>,<Null>,1,Classified,687651,47.297323,-120.313674,WA-SES-214,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
15080,28205,139,CAYUSE,27907,OKANOGAN,38,0,26,0,E,25,2617,Lightning,None,<Null>,0.4,7/16/12,2030,7/17/12,700,7/17/12,1400,7/17/12,1238,<Null>,<Null>,<Null>,1,Classified,824455,48.76165,-119.51401,WA-NES-516,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
17533,28209,138,WHISKEY STRIKES DOUGLAS,27911,OKANOGAN,38,0,25,0,E,3,2843,Lightning,None,<Null>,0.1,7/16/12,1400,7/16/12,1430,7/16/12,1920,7/28/12,1144,0.1,<Null>,<Null>,1,Classified,650869,48.81924,-119.68353,WA-NES-513,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
6027,28466,147,25 TO LIFE,28152,STEVENS,38,0,38,0,E,10,1700,Lightning,None,<Null>,1,7/16/12,1900,7/17/12,820,7/17/12,1600,7/23/12,1200,1,<Null>,<Null>,1,Classified,197362,48.8033,-117.99209,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
9641,28228,17,103rd RD ,27924,SNOHOMISH,28,0,7,0,E,22,<Null>,Recreation,Other,<Null>,0.1,7/16/12,1100,7/16/12,1200,7/16/12,1420,7/16/12,1425,<Null>,<Null>,<Null>,1,Classified,729870,47.899368,-121.89498,WA-NWS-017,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,NORTHWEST
11136,28382,1518,BURCH MT,28096,CHELAN,23,0,20,0,E,5,0,Lightning,None,<Null>,10,7/17/12,2122,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,897893,47.518511,-120.357109,<Null>,WA-SPD-50232,Bureau Of Land Management,Bureau Of Land Management,Point,DNR Assist Other Agency,SOUTHEAST
9020,28200,896,PLEASANT VALLEY,27902,OKANOGAN,33,0,25,0,E,28,<Null>,Undetermined,None,<Null>,0,7/17/12,1043,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,632954,48.33171,-119.70824,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
18485,28202,898,TUNK SKYLIGHT,27904,OKANOGAN,36,0,29,0,E,11,<Null>,Undetermined,None,<Null>,0,7/17/12,1206,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,531406,48.63903,-119.16554,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
11476,28514,835,FALSE ALARM - COLOCKUM,28196,KITTITAS,20,0,20,0,E,24,<Null>,Undetermined,None,<Null>,0,7/17/12,2155,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1068601,47.212077,-120.269605,WA-SES-233,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
14926,29351,811,SIGHTLY RD,28991,COWLITZ,10,0,1,0,E,32,<Null>,Undetermined,None,<Null>,0,7/17/12,1602,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,350283,46.30197,-122.71725,WA-PCS-0811,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
14422,28459,141,NORTH PINE CREEK,28145,SPOKANE,21,0,43,0,E,11,2365,Lightning,None,<Null>,0.01,7/17/12,700,7/17/12,740,7/17/12,900,8/15/12,1358,0.01,<Null>,<Null>,1,Classified,301756,47.31263,-117.35585,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
11369,28245,143,WELCOME STRIKE,27947,SPOKANE,24,0,41,0,E,9,2420,Lightning,None,<Null>,0.01,7/17/12,500,7/17/12,610,7/17/12,715,7/25/12,1626,0.01,<Null>,<Null>,1,Classified,595334,47.59283,-117.64774,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
16165,28244,148,FANCHER STRIKE,27946,SPOKANE,24,0,40,0,E,30,2400,Lightning,None,<Null>,0.01,7/17/12,2200,7/18/12,1125,7/18/12,1245,7/22/12,1715,<Null>,<Null>,<Null>,1,Classified,1005195,47.54916,-117.80885,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
17276,28351,145,MILE MARKER 261 STRIKE,28053,SPOKANE,24,0,41,0,E,27,2440,Lightning,None,<Null>,0.01,7/17/12,600,7/17/12,1135,7/17/12,1305,7/22/12,1613,<Null>,<Null>,<Null>,1,Classified,390417,47.54912,-117.62619,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
6001,28427,142,KANIKSU STRIKE,28134,SPOKANE,24,0,44,0,E,3,2470,Lightning,None,<Null>,0.01,7/17/12,600,7/17/12,705,7/17/12,915,7/25/12,1623,<Null>,<Null>,<Null>,1,Classified,322711,47.59619,-117.23564,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
1261,28281,140,WALLIS STRIKE,27983,SPOKANE,27,0,45,0,E,9,2300,Lightning,None,<Null>,0.01,7/17/12,715,7/17/12,715,7/17/12,915,8/15/12,1358,0.01,<Null>,<Null>,1,Classified,1130391,47.8531,-117.11771,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
6220,28475,151,MCLELLAN,28165,SPOKANE,28,0,41,0,E,31,1700,Lightning,None,<Null>,2.6,7/17/12,600,7/18/12,1300,7/18/12,1625,7/27/12,1730,<Null>,<Null>,<Null>,1,Classified,249416,47.88028,-117.68323,WA-NES-530,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
1036,29320,613,JONES CREEK,28962,CLARK,4,0,2,0,E,12,<Null>,Recreation,Other,<Null>,0.1,7/18/12,1159,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,1008423,45.85152,-122.51399,WA-PCS-0613,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,PACIFIC CASC
15358,28474,601,ELWAH BRIDGE,28164,CLALLAM,30,0,7,0,W,29,<Null>,Debris Burn,None,Instructions,0.1,7/18/12,1136,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,431109,48.064376,-123.603575,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,OLYMPIC
7607,29319,612,400 RD,28961,COWLITZ,10,0,2,0,W,19,<Null>,Recreation,Other,<Null>,0.1,7/18/12,822,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,892671,46.336622,-122.979295,WA-PCS-0612,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,PACIFIC CASC
14589,28383,1519,SASSY RIDGE,28097,KITTITAS,21,0,14,0,E,24,0,Lightning,None,<Null>,0.1,7/18/12,1532,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,221151,47.296604,-121.030178,<Null>,WA-OWF-241,Federal,Federal,Point,DNR Assist Other Agency,SOUTHEAST
8192,28515,836, FALSE ALARM - PEOH POINT,28197,KITTITAS,19,0,15,0,E,10,<Null>,Undetermined,None,<Null>,0,7/18/12,700,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,445056,47.153611,-120.953406,WA-SES-236,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
1822,28402,826,FALSE ALARM - FOUNDATION RIDGE,28109,YAKIMA,12,0,14,0,E,8,<Null>,Undetermined,None,<Null>,0,7/18/12,1800,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,998227,46.54528,-121.102585,WA-SES-243,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
16242,28211,899,LONG LAKE DAM,27913,STEVENS,27,0,39,0,E,14,<Null>,Undetermined,None,<Null>,0,7/18/12,1310,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,208853,47.83781,-117.85073,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
11641,28422,164,UPPER DEER CREEK,28129,STEVENS,30,0,39,0,E,6,2944,Lightning,None,<Null>,0.25,7/18/12,1200,7/20/12,1350,7/21/12,1400,7/27/12,1730,0.25,<Null>,<Null>,1,Classified,1121697,48.12637,-117.93808,<Null>,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
18891,28280,150,MALLOY PRAIRIE,27982,SPOKANE,23,0,40,0,E,17,2300,Lightning,None,<Null>,0.01,7/18/12,1200,7/18/12,1220,7/18/12,1518,8/13/12,1148,0.01,<Null>,<Null>,1,Classified,825294,47.48773,-117.79232,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
9369,28376,57,NANEUM 1,28090,KITTITAS,19,0,19,0,E,16,3100,Lightning,None,<Null>,0.25,7/18/12,737,7/18/12,1230,7/18/12,1900,7/26/12,1600,<Null>,<Null>,<Null>,1,Classified,662058,47.139097,-120.465414,WA-SES-237,<Null>,DNR,DNR,Point,DNR Protection FFPA,SOUTHEAST
9011,28461,149,LYNN ROAD,28147,LINCOLN,27,0,36,0,E,21,2087,Lightning,None,<Null>,5,7/18/12,1200,7/18/12,1200,7/19/12,1500,8/4/12,1353,<Null>,<Null>,<Null>,1,Classified,324500,47.82983,-118.27793,WA-NES-526,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHEAST
17053,28246,634,MCFARLANE,27948,SPOKANE,25,0,40,0,E,30,<Null>,Miscellaneou,Vehicle Fire,<Null>,0.2,7/19/12,1207,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,636638,47.63091,-117.81127,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
3053,28385,1520,241,28099,YAKIMA,6,0,7,0,E,33,0,Miscellaneou,Vehicle Fire,<Null>,4515,7/19/12,1204,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,931547,45.963918,-121.934429,<Null>,WA-SPD-50245,Bureau Of Land Management,Bureau Of Land Management,Point,DNR Assist Other Agency,SOUTHEAST
5588,28378,1502,LOOKOUT MTN,28092,LEWIS,14,0,9,0,E,19,0,Recreation,Camper,<Null>,0.01,7/19/12,1650,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1164357,46.689656,-121.724074,WA-SPS-1502,<Null>,Federal,Federal,Point,DNR Assist Other Agency,SO PUGET
6904,28265,1502,Lookout Mtn,27968,LEWIS,14,0,8,0,E,10,<Null>,Lightning,None,<Null>,0,7/19/12,1650,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,911265,46.718605,-121.781781,1502,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,PACIFIC CASC
8841,30679,813,Sandridge,30281,PACIFIC,11,0,11,0,W,21,<Null>,Undetermined,None,<Null>,0,7/19/12,1600,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,611077,46.425464,-124.04486,WA-PCS-0813,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
4041,29352,812,SHANNON RD.,28992,WAHKIAKUM,10,0,8,0,W,12,<Null>,Undetermined,None,<Null>,0,7/19/12,1556,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,409578,46.35792,-123.60527,WA-PCS-0812,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
333,28251,903,BLUES CLUES,27953,STEVENS,33,0,39,0,E,36,<Null>,Undetermined,None,<Null>,0,7/19/12,1118,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,829688,48.31431,-117.83262,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
12661,28401,825,FALSE ALARM - JOHN WAYNE TRAIL,28108,YAKIMA,21,0,12,0,E,26,<Null>,Undetermined,None,<Null>,0,7/19/12,1620,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1134592,47.283697,-121.305934,WA-SES-248,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
12172,28260,905,CARMEN,27963,SPOKANE,22,0,40,0,E,5,<Null>,Undetermined,None,<Null>,0,7/19/12,1626,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,521104,47.42883,-117.78231,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
11865,28516,837,FALSE ALARM - CLE ELUM RIDGE,28198,KITTITAS,20,0,16,0,E,15,<Null>,Undetermined,None,<Null>,0,7/19/12,1230,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,521487,47.225188,-120.825245,WA-SES-246,<Null>,<Null>,<Null>,Point,<Null>,SOUTHEAST
13494,28250,904,GOLD CREEK DUST,27952,OKANOGAN,31,0,22,0,E,16,<Null>,Undetermined,None,<Null>,0,7/19/12,1235,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,767249,48.18819,-120.08742,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
11995,28465,35,DEPOT RD,28151,SKAMANIA,3,0,8,0,E,29,389,Children,Children 10+,<Null>,0.1,7/19/12,1630,7/19/12,1630,7/19/12,1830,10/17/12,900,<Null>,<Null>,<Null>,1,Classified,687505,45.72065,-121.81781,WA-PCS-0035,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
17898,28414,18,NORTH DIKE,28121,WHATCOM,39,0,5,0,E,34,225,Recreation,Other,<Null>,0.25,7/19/12,2300,7/20/12,800,7/20/12,1130,8/13/12,1130,0.05,<Null>,<Null>,1,Classified,1029673,48.825003,-122.144897,WA-NWS-018,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
9049,28377,58,PLEASANT VALLEY,28091,KLICKITAT,4,0,18,0,E,13,1800,Recreation,Day Use,<Null>,0.5,7/19/12,1452,7/19/12,1455,7/19/12,1600,7/19/12,1800,<Null>,<Null>,<Null>,1,Classified,966315,45.831154,-120.500273,WA-SES-247,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
9065,28256,12,EELLS LIGHTNING,27961,MASON,21,0,4,0,W,18,489,Lightning,None,<Null>,0.1,7/19/12,2330,7/19/12,2300,7/20/12,630,7/24/12,1741,<Null>,<Null>,<Null>,1,Classified,847942,47.30725,-123.23621,WA-SPS-0012,<Null>,US Dept of Fish and Wildlife,DNR,Point,DNR Protection FFPA,SO PUGET
9059,28362,635,PEASE FIELD,28064,PEND OREILLE,32,0,43,0,E,3,<Null>,Miscellaneou,Other,<Null>,0.01,7/20/12,800,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,652710,48.29702,-117.35186,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
17671,28426,637,HAAKEN STRIKE,28133,SPOKANE,24,0,42,0,E,5,<Null>,Lightning,None,<Null>,0.1,7/20/12,1045,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,715012,47.60355,-117.52158,<Null>,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,NORTHEAST
526,28507,1511,THE FISH TRAP,28189,LINCOLN,21,0,39,0,E,10,0,Lightning,None,<Null>,271,7/20/12,800,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,974627,47.32069,-117.86887,<Null>,WA-SPD-541,Bureau Of Land Management,Bureau Of Land Management,Point,DNR Assist Other Agency,NORTHEAST
15962,28460,1513,POWER SURGE,28146,FERRY,40,0,36,0,E,27,0,Miscellaneou,Other,<Null>,0.25,7/20/12,1730,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1120845,48.936,-118.22502,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
16160,28506,1512,BOWEN MOUNTAIN,28188,OKANOGAN,34,0,22,0,E,4,0,Lightning,None,<Null>,0.01,7/20/12,1341,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,957081,48.46953,-120.08716,<Null>,WA-OWF-550,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
